unit_number,time_in_cycles,RUL,sensor_measurement_2_rm,sensor_measurement_3_rm,sensor_measurement_4_rm,sensor_measurement_7_rm,sensor_measurement_8_rm,sensor_measurement_9_rm,sensor_measurement_11_rm,sensor_measurement_12_rm,sensor_measurement_13_rm,sensor_measurement_14_rm,sensor_measurement_15_rm,sensor_measurement_17_rm,sensor_measurement_20_rm,sensor_measurement_21_rm
1,32,160,642.27,1588.942,1398.432,554.204,2388.064,9049.494999999999,47.339,522.153,2388.056,8131.7339999999995,8.411829999999998,392.1,38.969,23.400669999999998
1,33,159,642.327,1588.963,1399.2,554.267,2388.063,9049.579999999998,47.342,522.192,2388.059,8132.386,8.406960000000002,392.1,38.958000000000006,23.39011
1,34,158,642.343,1588.027,1399.367,554.348,2388.054,9049.85,47.345,522.1490000000001,2388.0649999999996,8131.659,8.41154,392.1,38.93900000000001,23.38407
1,35,157,642.3100000000001,1587.617,1399.7279999999998,554.3779999999999,2388.056,9049.009999999998,47.339999999999996,522.068,2388.064,8132.014999999999,8.41667,391.9,38.957,23.382830000000002
1,36,156,642.3480000000001,1586.8809999999999,1400.675,554.42,2388.05,9048.755,47.339,522.072,2388.0620000000004,8132.148000000001,8.41653,391.7,38.95700000000001,23.38442
1,37,155,642.303,1585.7450000000001,1400.3809999999999,554.476,2388.0550000000003,9049.503,47.331,522.101,2388.053,8131.883,8.417489999999999,391.6,38.957,23.38322
1,38,154,642.2610000000001,1586.4209999999998,1400.4180000000001,554.478,2388.0510000000004,9050.045999999998,47.317,522.086,2388.053,8132.814,8.41584,391.8,38.962,23.40249
1,39,153,642.271,1586.259,1400.3880000000001,554.45,2388.048,9050.175,47.305,522.068,2388.052,8132.689,8.41535,391.7,38.93900000000001,23.403510000000004
1,40,152,642.275,1585.115,1400.957,554.47,2388.047,9050.911,47.297999999999995,522.033,2388.0530000000003,8132.005999999999,8.41254,391.9,38.918,23.4001
1,41,151,642.313,1585.828,1401.588,554.429,2388.045,9049.931999999999,47.266000000000005,522.0450000000001,2388.05,8133.286,8.4152,391.9,38.937,23.411009999999997
1,42,150,642.292,1585.156,1401.69,554.327,2388.049,9050.541000000001,47.29,522.076,2388.048,8133.4039999999995,8.415090000000001,391.9,38.935,23.398519999999998
1,43,149,642.245,1585.468,1402.0520000000001,554.234,2388.048,9051.615999999998,47.294000000000004,522.159,2388.049,8132.683999999999,8.418239999999999,391.9,38.951,23.39494
1,44,148,642.184,1586.0149999999999,1402.1240000000003,554.219,2388.049,9051.657000000001,47.292,522.2189999999999,2388.04,8133.168000000001,8.41676,391.9,38.976,23.411550000000002
1,45,147,642.193,1585.257,1401.7400000000002,554.172,2388.053,9053.113000000001,47.306,522.217,2388.0440000000003,8131.982000000001,8.413450000000001,392.1,38.942,23.40934
1,46,146,642.182,1585.914,1401.313,554.095,2388.058,9054.695000000002,47.301,522.187,2388.048,8131.604999999999,8.41076,392.2,38.949000000000005,23.40371
1,47,145,642.204,1586.0349999999999,1401.712,554.0699999999999,2388.057,9054.355,47.294,522.142,2388.049,8131.031,8.40907,392.2,38.949,23.408920000000002
1,48,144,642.2,1585.926,1401.678,554.0020000000001,2388.057,9053.354000000001,47.307,522.091,2388.047,8130.369000000001,8.411249999999999,392.2,38.937,23.39774
1,49,143,642.222,1586.04,1401.385,554.028,2388.062,9053.241999999998,47.317,522.005,2388.0460000000003,8130.736,8.411359999999998,392.2,38.973,23.40573
1,50,142,642.275,1586.681,1401.57,553.963,2388.062,9052.804,47.331,522.054,2388.054,8130.363,8.41468,392.2,38.974000000000004,23.409100000000002
1,51,141,642.316,1586.104,1401.291,553.964,2388.058,9052.614,47.333999999999996,522.0379999999999,2388.056,8129.991,8.41602,392.3,38.955,23.40117
1,52,140,642.38,1586.015,1400.7099999999998,553.874,2388.0539999999996,9052.509,47.292,522.025,2388.058,8130.185,8.42004,392.2,38.955,23.397550000000003
1,53,139,642.417,1584.845,1400.331,553.922,2388.056,9051.836,47.289,521.947,2388.0550000000003,8130.901000000001,8.423540000000001,392.2,38.946000000000005,23.40382
1,54,138,642.466,1585.4099999999999,1400.331,553.9019999999999,2388.0559999999996,9052.778,47.282,521.961,2388.061,8130.750999999999,8.42342,392.2,38.936,23.37977
1,55,137,642.454,1585.663,1400.5729999999999,553.9639999999999,2388.052,9051.64,47.277,521.999,2388.058,8131.329999999999,8.42314,392.1,38.963,23.37601
1,56,136,642.4599999999999,1585.467,1400.522,553.986,2388.047,9049.844000000001,47.283,522.0450000000001,2388.054,8131.999000000001,8.42359,391.9,38.938,23.372639999999997
1,57,135,642.452,1585.802,1400.512,553.8900000000001,2388.0460000000003,9049.72,47.29,522.023,2388.057,8132.9259999999995,8.426490000000001,391.9,38.922999999999995,23.35958
1,58,134,642.453,1585.997,1400.395,553.9019999999999,2388.047,9050.227,47.275999999999996,522.0530000000001,2388.055,8133.134999999999,8.425920000000001,391.7,38.922,23.35201
1,59,133,642.463,1587.234,1400.9699999999998,553.941,2388.047,9050.169,47.279999999999994,522.048,2388.053,8132.467999999999,8.42917,391.7,38.908,23.35147
1,60,132,642.4200000000001,1586.66,1400.9150000000002,553.949,2388.047,9050.478,47.274,522.0640000000001,2388.0469999999996,8133.026999999999,8.42679,391.8,38.912,23.349110000000003
1,61,131,642.3489999999999,1586.4609999999998,1401.425,553.9849999999999,2388.0559999999996,9050.827000000001,47.293,522.107,2388.051,8132.7570000000005,8.424389999999999,391.6,38.907,23.34898
1,62,130,642.29,1586.243,1401.8220000000001,554.126,2388.0620000000004,9050.588,47.314,522.1160000000001,2388.054,8132.7029999999995,8.419709999999998,391.6,38.910000000000004,23.342170000000003
1,63,129,642.289,1587.475,1401.134,554.058,2388.0629999999996,9050.469000000001,47.336,522.076,2388.049,8132.337999999999,8.4191,391.8,38.897000000000006,23.338780000000003
1,64,128,642.27,1586.667,1401.025,554.051,2388.0690000000004,9049.206999999999,47.343,522.0139999999999,2388.047,8132.158,8.41787,391.7,38.894,23.3537
1,65,127,642.257,1586.644,1401.191,554.003,2388.068,9048.714000000002,47.359,521.957,2388.058,8132.042000000001,8.42122,391.7,38.878,23.35555
1,66,126,642.258,1586.861,1401.067,554.005,2388.073,9050.417,47.347,521.885,2388.059,8131.334,8.42011,391.7,38.905,23.352990000000002
1,67,125,642.278,1587.516,1401.0900000000001,554.0939999999999,2388.078,9050.361,47.357,521.987,2388.059,8131.192999999999,8.41673,391.8,38.918,23.346420000000002
1,68,124,642.3389999999999,1586.676,1401.7329999999997,554.0840000000001,2388.079,9050.506,47.367000000000004,521.938,2388.0620000000004,8131.224,8.41596,392.0,38.92,23.34923
1,69,123,642.35,1586.074,1401.506,554.087,2388.079,9050.559000000001,47.382000000000005,522.028,2388.07,8131.255999999999,8.41412,392.0,38.928,23.34221
1,70,122,642.338,1586.201,1401.477,554.088,2388.084,9050.733,47.382,521.972,2388.079,8131.003,8.418130000000001,391.9,38.925,23.34864
1,71,121,642.349,1585.8870000000002,1401.234,554.085,2388.076,9050.284,47.381,521.9100000000001,2388.079,8131.264999999999,8.41779,391.9,38.916000000000004,23.35107
1,72,120,642.373,1585.653,1401.9609999999998,554.016,2388.073,9050.364000000001,47.38,521.8879999999999,2388.078,8131.431999999999,8.416590000000001,391.9,38.897000000000006,23.35485
1,73,119,642.342,1585.643,1402.216,554.0559999999999,2388.0699999999997,9050.332,47.358,521.936,2388.0870000000004,8131.344,8.413419999999999,391.6,38.923,23.36024
1,74,118,642.4150000000001,1585.6570000000002,1402.3529999999998,554.071,2388.067,9050.55,47.370999999999995,521.979,2388.08,8131.795999999999,8.414109999999999,391.7,38.910000000000004,23.36004
1,75,117,642.383,1585.417,1401.511,554.0339999999999,2388.0710000000004,9050.381,47.337,522.002,2388.078,8131.514999999999,8.41626,391.7,38.909000000000006,23.357729999999997
1,76,116,642.354,1585.4879999999998,1401.453,554.0,2388.067,9050.091,47.367,521.984,2388.076,8132.327,8.41711,391.6,38.916,23.370489999999997
1,77,115,642.376,1585.096,1401.248,554.03,2388.063,9049.711,47.369,521.88,2388.076,8132.4450000000015,8.42316,391.6,38.918,23.36889
1,78,114,642.3240000000001,1584.9660000000001,1401.216,553.9730000000001,2388.061,9048.77,47.373,521.9359999999999,2388.085,8132.596999999999,8.41867,391.6,38.911,23.37201
1,79,113,642.292,1584.142,1401.485,553.885,2388.058,9048.497,47.367,521.8990000000001,2388.088,8133.224,8.41707,391.8,38.901,23.3658
1,80,112,642.2639999999999,1584.9360000000001,1400.565,553.875,2388.053,9047.521,47.39,521.858,2388.0860000000002,8133.654,8.41663,391.8,38.904,23.3568
1,81,111,642.316,1585.377,1400.46,553.857,2388.06,9047.443,47.403,521.852,2388.082,8133.113,8.416799999999999,391.9,38.900999999999996,23.35529
1,82,110,642.279,1586.359,1399.6960000000001,553.899,2388.063,9046.823,47.400999999999996,521.85,2388.076,8133.122,8.41715,392.1,38.906,23.351570000000002
1,83,109,642.316,1585.9599999999998,1400.541,553.86,2388.0679999999998,9046.767,47.394,521.839,2388.071,8133.269,8.41803,392.1,38.882999999999996,23.34456
1,84,108,642.284,1586.047,1401.053,553.848,2388.066,9047.229000000001,47.374,521.7679999999999,2388.0800000000004,8133.156,8.41807,392.1,38.876,23.33289
1,85,107,642.316,1586.827,1402.167,553.9280000000001,2388.06,9048.605,47.388,521.821,2388.074,8133.673999999999,8.41685,392.1,38.888,23.32608
1,86,106,642.279,1586.786,1402.6290000000001,553.931,2388.068,9047.676000000001,47.382000000000005,521.845,2388.08,8133.036,8.41862,392.5,38.88,23.32125
1,87,105,642.257,1586.825,1403.842,553.88,2388.076,9048.084,47.375,521.828,2388.078,8132.551999999999,8.41658,392.3,38.869,23.32777
1,88,104,642.254,1586.878,1404.041,553.981,2388.075,9048.52,47.38100000000001,521.8199999999999,2388.066,8132.308,8.42451,392.3,38.871,23.32377
1,89,103,642.266,1587.105,1403.8700000000001,553.995,2388.076,9049.257999999998,47.392,521.79,2388.061,8132.283,8.42808,392.1,38.876,23.32544
1,90,102,642.339,1586.347,1405.805,553.892,2388.08,9050.018,47.36,521.787,2388.0600000000004,8131.789,8.42534,392.0,38.885000000000005,23.33643
1,91,101,642.2639999999999,1586.349,1406.077,553.858,2388.0739999999996,9050.559,47.349000000000004,521.7760000000001,2388.065,8132.342,8.422360000000001,392.2,38.919,23.33755
1,92,100,642.3489999999999,1586.445,1406.2369999999999,553.821,2388.078,9050.573,47.369,521.7719999999999,2388.067,8132.077,8.422320000000001,392.1,38.928999999999995,23.34564
1,93,99,642.368,1587.014,1406.4470000000001,553.879,2388.077,9050.452,47.393,521.722,2388.07,8132.259999999999,8.42314,392.2,38.935,23.33767
1,94,98,642.3489999999999,1586.789,1406.281,553.874,2388.087,9049.988,47.403,521.729,2388.071,8132.3460000000005,8.42699,392.3,38.947,23.348719999999997
1,95,97,642.4069999999999,1585.537,1406.695,553.825,2388.088,9049.265,47.404999999999994,521.691,2388.068,8131.978,8.42775,392.5,38.922000000000004,23.35301
1,96,96,642.442,1585.0639999999999,1405.855,553.79,2388.085,9049.41,47.406,521.675,2388.065,8132.040999999999,8.42913,392.3,38.916000000000004,23.34611
1,97,95,642.4159999999999,1585.972,1405.3259999999998,553.72,2388.08,9048.967999999999,47.418,521.699,2388.065,8131.874000000001,8.426919999999999,392.4,38.929,23.34172
1,98,94,642.42,1586.9540000000002,1405.173,553.547,2388.079,9048.844000000001,47.409000000000006,521.7099999999999,2388.067,8131.5160000000005,8.421180000000001,392.3,38.934999999999995,23.3364
1,99,93,642.442,1587.7540000000001,1405.5639999999999,553.5319999999999,2388.082,9047.834,47.403,521.6969999999999,2388.069,8131.178,8.4211,392.4,38.922,23.32675
1,100,92,642.397,1588.279,1405.406,553.6659999999999,2388.079,9047.279,47.435,521.703,2388.068,8131.454999999999,8.4239,392.5,38.917,23.320529999999998
1,101,91,642.4739999999999,1588.213,1405.271,553.649,2388.081,9047.437,47.464999999999996,521.737,2388.066,8130.611999999999,8.42794,392.2,38.881,23.3236
1,102,90,642.47,1588.121,1405.536,553.6099999999999,2388.082,9047.737,47.469,521.684,2388.066,8130.513000000001,8.43373,392.3,38.876,23.32491
1,103,89,642.4060000000001,1586.8740000000003,1405.009,553.567,2388.0840000000003,9048.278,47.48,521.682,2388.068,8129.638000000001,8.43426,392.3,38.858999999999995,23.343030000000002
1,104,88,642.3900000000001,1587.6100000000001,1405.14,553.547,2388.077,9048.168000000001,47.466,521.759,2388.07,8129.5869999999995,8.42923,392.2,38.870000000000005,23.33938
1,105,87,642.3050000000001,1588.678,1404.452,553.4669999999999,2388.084,9048.119,47.458999999999996,521.7479999999999,2388.076,8129.825,8.426739999999999,392.1,38.870999999999995,23.34526
1,106,86,642.354,1589.176,1405.381,553.493,2388.085,9048.23,47.464,521.733,2388.0789999999997,8129.394,8.430269999999998,392.1,38.891,23.35419
1,107,85,642.4,1589.1119999999999,1405.373,553.5269999999999,2388.083,9048.488000000001,47.453,521.741,2388.08,8129.76,8.43163,392.5,38.891,23.36542
1,108,84,642.549,1588.592,1404.864,553.6949999999999,2388.091,9048.642,47.477,521.662,2388.077,8130.123,8.432839999999999,392.7,38.87,23.3702
1,109,83,642.552,1587.964,1405.161,553.6780000000001,2388.093,9049.241,47.495000000000005,521.682,2388.0780000000004,8130.043,8.4256,392.8,38.893,23.382579999999997
1,110,82,642.585,1588.002,1404.153,553.664,2388.099,9049.809,47.486,521.728,2388.082,8129.51,8.42957,392.9,38.906,23.371190000000002
1,111,81,642.577,1588.0220000000002,1404.623,553.676,2388.105,9049.743,47.486000000000004,521.6919999999999,2388.088,8130.153,8.43051,393.0,38.923,23.35105
1,112,80,642.558,1587.757,1404.465,553.653,2388.0960000000005,9049.735,47.459,521.7439999999999,2388.0910000000003,8130.264999999999,8.42935,393.1,38.913,23.34659
1,113,79,642.6049999999999,1588.715,1404.8029999999999,553.58,2388.097,9049.722,47.44799999999999,521.778,2388.097,8130.7570000000005,8.43252,393.2,38.934000000000005,23.334709999999998
1,114,78,642.607,1588.4940000000001,1404.475,553.643,2388.096,9049.907,47.471999999999994,521.7079999999999,2388.103,8130.804000000001,8.435210000000001,393.4,38.927,23.33832
1,115,77,642.672,1589.15,1404.8129999999999,553.7450000000001,2388.098,9050.108,47.483999999999995,521.663,2388.107,8130.162999999999,8.4354,393.4,38.943,23.32997
1,116,76,642.6679999999999,1588.276,1404.5669999999998,553.825,2388.0980000000004,9050.097,47.483,521.6719999999999,2388.103,8130.9710000000005,8.42935,393.6,38.938,23.323610000000002
1,117,75,642.653,1587.7400000000002,1404.7289999999998,553.9100000000001,2388.1009999999997,9050.189999999999,47.5,521.6189999999999,2388.106,8130.342999999999,8.4295,393.1,38.910000000000004,23.30041
1,118,74,642.5379999999999,1587.716,1405.716,553.892,2388.0969999999998,9050.598999999998,47.494,521.5980000000001,2388.115,8130.712000000001,8.43014,393.1,38.923,23.29975
1,119,73,642.5559999999999,1588.751,1405.252,553.91,2388.097,9050.075,47.491,521.5820000000001,2388.113,8130.0,8.43451,393.1,38.919,23.296020000000002
1,120,72,642.582,1589.1280000000002,1405.8929999999998,553.868,2388.094,9049.806999999999,47.496,521.515,2388.111,8129.841,8.42842,393.1,38.894,23.29712
1,121,71,642.578,1590.0459999999998,1406.2720000000002,553.889,2388.089,9048.74,47.478,521.492,2388.1009999999997,8129.995000000001,8.426580000000001,393.3,38.864999999999995,23.31797
1,122,70,642.6419999999999,1590.768,1407.4850000000001,553.9129999999999,2388.098,9047.850999999999,47.516,521.394,2388.1050000000005,8130.024,8.42469,393.2,38.867000000000004,23.31383
1,123,69,642.713,1590.349,1407.1299999999999,553.886,2388.1,9047.48,47.511,521.379,2388.1059999999998,8130.064,8.42285,393.1,38.867,23.31202
1,124,68,642.7299999999999,1590.221,1407.061,553.683,2388.106,9048.125,47.508,521.351,2388.1040000000003,8130.209999999999,8.42411,393.0,38.858,23.297890000000002
1,125,67,642.76,1589.284,1407.0430000000001,553.5139999999999,2388.108,9047.704,47.528000000000006,521.372,2388.103,8130.0830000000005,8.42145,393.1,38.833,23.29806
1,126,66,642.7450000000001,1589.517,1408.694,553.446,2388.105,9047.644,47.534000000000006,521.347,2388.1059999999998,8129.731,8.42464,392.9,38.815000000000005,23.285829999999997
1,127,65,642.806,1589.23,1407.708,553.368,2388.1040000000003,9047.473,47.545,521.359,2388.106,8130.419,8.42834,393.1,38.833,23.295890000000004
1,128,64,642.8190000000001,1590.05,1407.48,553.217,2388.1070000000004,9048.02,47.552,521.424,2388.11,8130.106,8.4305,393.1,38.83,23.29264
1,129,63,642.793,1589.5030000000002,1407.8760000000002,553.0820000000001,2388.106,9048.038999999999,47.558,521.4799999999999,2388.114,8130.454000000001,8.43537,393.0,38.813,23.28732
1,130,62,642.782,1588.715,1408.333,552.982,2388.109,9047.464,47.544,521.495,2388.111,8130.4259999999995,8.43446,393.1,38.803000000000004,23.291320000000002
1,131,61,642.82,1587.9370000000001,1408.468,552.982,2388.1130000000003,9047.877,47.57,521.51,2388.12,8129.67,8.435109999999998,392.8,38.813,23.28347
1,132,60,642.809,1588.175,1407.647,552.955,2388.1150000000002,9048.042000000001,47.566,521.5820000000001,2388.124,8129.380999999999,8.43482,392.8,38.78,23.287399999999998
1,133,59,642.7149999999999,1588.773,1408.354,553.073,2388.1140000000005,9048.193000000001,47.582,521.545,2388.116,8129.501999999999,8.4369,393.0,38.785,23.28341
1,134,58,642.7520000000001,1588.421,1408.393,553.167,2388.112,9047.506,47.602,521.557,2388.116,8129.25,8.435669999999998,393.0,38.773,23.28833
1,135,57,642.701,1588.4289999999999,1408.434,553.2320000000001,2388.1130000000003,9047.955,47.573,521.499,2388.1169999999997,8129.5509999999995,8.4373,392.8,38.790000000000006,23.285379999999996
1,136,56,642.7360000000001,1588.6370000000002,1407.023,553.278,2388.114,9047.133,47.56699999999999,521.518,2388.12,8129.5,8.438210000000002,392.9,38.781,23.27948
1,137,55,642.6800000000001,1589.416,1407.5890000000002,553.236,2388.1189999999997,9046.398000000001,47.593,521.547,2388.122,8129.081,8.43685,393.0,38.777,23.27769
1,138,54,642.712,1589.011,1408.217,553.2529999999999,2388.1169999999997,9045.703,47.571000000000005,521.508,2388.124,8128.839999999999,8.4348,392.9,38.792,23.28792
1,139,53,642.7819999999999,1589.106,1408.6349999999998,553.336,2388.114,9045.576000000001,47.577000000000005,521.4089999999999,2388.126,8128.603999999999,8.4342,393.0,38.79600000000001,23.295579999999998
1,140,52,642.817,1589.605,1408.2459999999999,553.285,2388.118,9046.864,47.582,521.387,2388.1240000000003,8129.102000000001,8.438790000000001,392.9,38.807,23.298009999999998
1,141,51,642.7549999999999,1590.029,1408.446,553.26,2388.12,9047.439999999999,47.561,521.348,2388.127,8128.556999999999,8.44192,393.2,38.836,23.28748
1,142,50,642.687,1589.952,1409.212,553.255,2388.113,9047.696999999998,47.564,521.228,2388.129,8128.152,8.44256,393.1,38.854,23.28378
1,143,49,642.719,1589.998,1408.6219999999998,553.2349999999999,2388.115,9047.664999999999,47.559000000000005,521.203,2388.1310000000003,8127.740000000001,8.44071,393.0,38.838,23.281619999999997
1,144,48,642.743,1590.825,1408.931,553.292,2388.121,9047.982,47.541000000000004,521.162,2388.1349999999998,8127.157000000001,8.443790000000002,393.0,38.845,23.275779999999997
1,145,47,642.793,1591.7620000000002,1409.211,553.286,2388.12,9047.609,47.561,521.176,2388.138,8127.314000000001,8.44781,393.3,38.827,23.263240000000003
1,146,46,642.7810000000001,1591.965,1409.654,553.128,2388.126,9048.119,47.581,521.135,2388.139,8127.19,8.44624,393.2,38.82,23.278579999999998
1,147,45,642.763,1591.9810000000002,1410.1349999999998,553.098,2388.126,9048.187999999998,47.571999999999996,521.064,2388.139,8126.9220000000005,8.44562,393.1,38.809999999999995,23.27949
1,148,44,642.786,1592.002,1409.99,553.091,2388.1310000000003,9047.317,47.581,521.015,2388.136,8126.403,8.446299999999999,393.1,38.787,23.26783
1,149,43,642.765,1592.0520000000001,1409.8,553.02,2388.142,9048.56,47.596999999999994,521.025,2388.136,8126.340000000001,8.4474,393.1,38.775999999999996,23.25926
1,150,42,642.766,1591.864,1409.886,553.162,2388.137,9047.451000000001,47.606,520.948,2388.152,8125.611999999999,8.45069,393.2,38.762,23.24304
1,151,41,642.809,1592.101,1409.5549999999998,553.058,2388.138,9047.177,47.614999999999995,520.936,2388.1580000000004,8126.240000000001,8.4504,393.2,38.716,23.24199
1,152,40,642.825,1592.432,1410.2959999999998,553.009,2388.1459999999997,9046.905999999999,47.628,520.9309999999999,2388.159,8125.653,8.45321,393.5,38.721999999999994,23.23752
1,153,39,642.847,1592.0390000000002,1411.3310000000001,552.915,2388.147,9046.786,47.65,520.902,2388.165,8125.386,8.453370000000001,393.5,38.721000000000004,23.231659999999998
1,154,38,642.819,1592.5529999999999,1412.362,552.795,2388.144,9046.761,47.666,520.863,2388.166,8125.763000000001,8.4553,393.6,38.728,23.23283
1,155,37,642.807,1592.101,1412.888,552.781,2388.147,9047.025,47.673,520.8729999999999,2388.168,8124.712999999999,8.45615,393.5,38.729,23.245420000000003
1,156,36,642.8389999999999,1591.9869999999999,1414.1290000000001,552.845,2388.1609999999996,9046.847,47.668,520.835,2388.172,8124.642000000002,8.457350000000002,393.8,38.737,23.241
1,157,35,642.834,1592.306,1414.38,552.768,2388.161,9048.035,47.660000000000004,520.8370000000001,2388.1769999999997,8124.536,8.45635,393.7,38.727000000000004,23.2377
1,158,34,642.8199999999999,1592.9850000000001,1414.2,552.8030000000001,2388.165,9048.864,47.679,520.8170000000001,2388.184,8124.7210000000005,8.45727,393.9,38.725,23.24166
1,159,33,642.819,1592.661,1415.167,552.767,2388.161,9047.946,47.672000000000004,520.769,2388.192,8125.048,8.453990000000001,393.9,38.724000000000004,23.24131
1,160,32,642.858,1592.825,1416.0529999999999,552.597,2388.1699999999996,9048.011999999999,47.696,520.7660000000001,2388.193,8125.017,8.45106,394.1,38.708000000000006,23.248659999999997
1,161,31,642.876,1593.0059999999999,1416.5900000000001,552.636,2388.174,9048.006,47.715,520.719,2388.189,8124.9929999999995,8.448989999999998,394.1,38.718,23.255509999999997
1,162,30,642.924,1592.368,1416.855,552.642,2388.171,9048.061,47.721999999999994,520.724,2388.1899999999996,8125.469999999999,8.45342,394.0,38.71900000000001,23.2472
1,163,29,642.9100000000001,1593.5049999999999,1417.508,552.615,2388.1769999999997,9048.042,47.737,520.6850000000001,2388.1929999999998,8125.4619999999995,8.46036,394.0,38.706,23.2442
1,164,28,642.946,1593.698,1417.577,552.548,2388.18,9048.026,47.734,520.676,2388.203,8125.001000000001,8.46045,394.0,38.686,23.238149999999997
1,165,27,642.9390000000001,1594.3609999999999,1416.897,552.538,2388.183,9046.979,47.762,520.6220000000001,2388.21,8125.613,8.46238,393.9,38.677,23.23195
1,166,26,642.969,1595.4720000000002,1417.011,552.4269999999999,2388.179,9046.868999999999,47.790000000000006,520.5490000000001,2388.216,8124.678999999999,8.464690000000001,393.9,38.662,23.218539999999997
1,167,25,643.051,1595.051,1417.2359999999999,552.452,2388.188,9045.761999999999,47.803,520.504,2388.2169999999996,8124.4130000000005,8.46773,394.1,38.672000000000004,23.22511
1,168,24,643.0310000000001,1594.488,1417.797,552.3419999999999,2388.19,9044.475,47.819,520.4939999999999,2388.214,8124.224,8.4733,394.0,38.673,23.223869999999998
1,169,23,643.062,1594.55,1417.565,552.395,2388.202,9045.187,47.831,520.4730000000001,2388.209,8123.9929999999995,8.47694,394.0,38.655,23.217270000000003
1,170,22,643.009,1594.7559999999999,1417.498,552.4100000000001,2388.202,9045.047999999999,47.833000000000006,520.449,2388.2129999999997,8123.901000000001,8.48161,393.9,38.669,23.20525
